2024/08/06 0:00,-5,16.2,-4.9
2024/08/06 0:05,-4.9,17.9,-4.4
2024/08/06 0:10,-4.9,19.4,-4.3
2024/08/06 0:15,-4.9,18.3,-4.4
2024/08/06 0:20,-4.9,14.2,-5
2024/08/06 0:25,-4.9,12.9,-5.1
2024/08/06 0:30,-4.8,15.4,-4.7
2024/08/06 0:35,-4.8,11.9,-5.2
2024/08/06 0:40,-4.7,12.6,-4.9
2024/08/06 0:45,-4.7,15.8,-4.5
2024/08/06 0:50,-4.7,15.7,-4.5
2024/08/06 0:55,-4.8,13.9,-4.9
2024/08/06 1:00,-4.8,14.1,-4.8
2024/08/06 1:05,-4.9,14.7,-4.9
2024/08/06 1:10,-4.7,14.1,-4.6
2024/08/06 1:15,-4.8,14.7,-4.8
2024/08/06 1:20,-4.7,14.9,-4.5
2024/08/06 1:25,-4.8,16.5,-4.6
2024/08/06 1:30,-4.7,17.6,-4.2
2024/08/06 1:35,-4.8,15.3,-4.7
2024/08/06 1:40,-4.8,15.2,-4.7
2024/08/06 1:45,-4.8,17.4,-4.4
2024/08/06 1:50,-4.9,16.6,-4.7
2024/08/06 1:55,-4.8,15.3,-4.7
2024/08/06 2:00,-4.7,15.3,-4.6
2024/08/06 2:05,-4.6,15.1,-4.5
2024/08/06 2:10,-4.7,18.2,-4.1
2024/08/06 2:15,-4.6,16.5,-4.2
2024/08/06 2:20,-4.6,16.3,-4.3
2024/08/06 2:25,-4.6,20,-3.8
2024/08/06 2:30,-4.8,18.4,-4.3
2024/08/06 2:35,-4.8,18.8,-4.3
2024/08/06 2:40,-4.9,18.3,-4.5
2024/08/06 2:45,-4.7,18.5,-4.2
2024/08/06 2:50,-4.8,17.8,-4.4
2024/08/06 2:55,-4.7,17,-4.4
2024/08/06 3:00,-4.7,17,-4.4
2024/08/06 3:05,-4.6,16.7,-4.3
2024/08/06 3:10,-4.7,17.1,-4.3
2024/08/06 3:15,-4.6,17.2,-4.2
2024/08/06 3:20,-4.7,18,-4.2
2024/08/06 3:25,-4.7,16.8,-4.4
2024/08/06 3:30,-4.6,19.1,-4
2024/08/06 3:35,-4.6,21.3,-3.7
2024/08/06 3:40,-4.7,20.6,-3.9
2024/08/06 3:45,-4.6,21.1,-3.7
2024/08/06 3:50,-4.5,21.4,-3.5
2024/08/06 3:55,-4.4,22.5,-3.2
2024/08/06 4:00,-4.4,23.5,-3.1
2024/08/06 4:05,-4.3,20.8,-3.3
2024/08/06 4:10,-4.4,19.8,-3.6
2024/08/06 4:15,-4.4,21.7,-3.3
2024/08/06 4:20,-4.4,22.7,-3.2
2024/08/06 4:25,-4.4,21,-3.4
2024/08/06 4:30,-4.6,19.5,-3.9
2024/08/06 4:35,-4.5,21.4,-3.5
2024/08/06 4:40,-4.5,21.2,-3.6
2024/08/06 4:45,-4.5,21.3,-3.6
2024/08/06 4:50,-4.5,22.4,-3.5
2024/08/06 4:55,-4.5,22.2,-3.5
2024/08/06 5:00,-4.4,21.6,-3.4
2024/08/06 5:05,-4.4,21.2,-3.5
